;PCB;PCB;PCB;PCB;PCB;PCB;PCB;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM)
Unit;1. Defect;2. *N_Defect;3. Total Area;4. Areas;5. Total Area (um);6. Areas (um);7. Angle (deg);1. Defect;2. N_Defect;3. Row 1;4. Column 1;5. Angle 1;6. Width 1;7. Height 1;8. *Row 2;9. *Column 2;10. Angle 2;11. Width 2;12. Height 2;13. Center X;14. Center Y;15. Orientation;16. *Row Difference;17. *Column Difference;18. Distance;19. *Angle Difference;20. Inspection Time;1. Defect;2. *N_Defect;3. Total Area;4. Areas;5. Total Area (um);6. Areas (um);7. Angle (deg);8. *circularity;9. *inner_radius (um);10. *width (um);11. Inspection Time;1. Defect;2. *N_Defect;3. Total Area;4. Areas;5. Total Area (um);6. Areas (um);7. Angle (deg);8. *contlength;9. *inner_radius;10. *bulkiness;11. Inspection Time;1. Defect;2. *N_Defect;3. Total Area;4. Areas;5. Total Area (um);6. Areas (um);7. Angle (deg);8. *inner_radius (um);9. Offset X;10. Offset Y;11. Offset Theta;12. Inspection Time;1. Defect_Name;1. Defect;2. N_Defect;4. *Diameter FAIL (um)(FM);5. Diameter ALL (um)(FM);6. *Cumulative Area (um)(FM);7. circularity (FM);8. Inspection Time;1. Defect_Name;1. Defect;2. N_Defect;4. *Diameter FAIL PD (um)(FM);5. *Diameter FAIL Non-Act (um)(FM);6. Diameter ALL (um)(FM);7. *Cumulative Area (um)(FM);8. circularity (FM);9. Inspection Time
HE_8_1_L;"1";1;2979696;2979696;7628021.76;7628021.76;-1.43410567719528;"1";0;1257.14441088105;1852.05472980232;0.338217926091892;4028.81753416348;1987.26995248215;1391.35140351703;1855.75733214867;0.304107165068421;5089.07007479415;3442.10392546971;1324.24790719904;1853.9060309755;-1.54321457934395;-214.73118821758;-5.92416375416178;214.812892791657;0.0341107610234712;154.470899986336;"1";0;0;0;0;0;0;[0.650735469414267, 0.718787202072711, 0.645742082466873, 0.680312189971238, 0.670742244007257, 0.686810476695323, 0.761283792538774, 0.688169465385475, 0.746142431148104];[29.6, 30.4, 28, 24.8, 27.2, 28.8, 30.4, 28, 30.4];[65.6, 65.6, 65.6, 64, 64, 65.6, 65.6, 65.6, 67.2];3.28319999971427;"1";0;0;0;0;0;0;0;0;0;3.75040000653826;"1";1;35770;35770;91571.2;91571.2;-5.18169562111232;5.6;2842.8770030752;-2208.73661727705;-296.889289811156;14.2040000064299;"FM";"1";0;0;0;0;0;59.4328999868594;"FM";"1";0;0;0;0;0;0;54.126000002725
HE_7_2_L;"1";1;2987784;2987784;7648727.04;7648727.04;-1.24621490212938;"1";0;1246.68641152929;1853.47280073306;0.538902364208855;4029.25081669305;1987.01528363556;1383.97357964987;1856.90796038311;0.508352467729437;5079.31144716144;3432.22583826645;1315.32999558958;1855.19038055808;-1.54577983716575;-219.659468992936;-5.49625544008086;219.728221087145;0.0305498964794181;195.868900016649;"1";0;0;0;0;0;0;[0.675996175832403, 0.67823478617695, 0.716422069919675, 0.679626684725891, 0.700380487945734, 0.67171881894765, 0.762419766895796, 0.758831955273698, 0.787138918492169];[27.2, 27.2, 27.2, 26.4, 27.2, 28.8, 31.2, 28.8, 30.4];[67.2, 67.2, 65.6, 65.6, 70.4, 70.4, 68.8, 70.4, 70.4];4.84429998323321;"1";0;0;0;0;0;0;0;0;0;2.5045000074897;"1";1;34297;34297;87800.32;87800.32;-4.57238042223693;5.6;2815.70870921655;-2160.4185555588;-261.978100522421;9.48929999140091;"FM";"1";0;0;0;0;0;39.2291999887675;"FM";"1";0;0;0;0;0;0;47.6100000087172
HE_10_1_L;"1";1;2981174;2981174;7631805.44;7631805.44;-1.38995862931685;"1";0;1264.30509839944;1849.46685566689;0.381167551981548;4029.24172916548;1987.01002358813;1395.22895986186;1852.86196022567;0.298904215694098;5090.19918745199;3440.65195322526;1329.76702913065;1851.16440794628;-1.54487023662428;-209.478178339885;-5.43216729404376;209.548599714022;0.08226333628745;149.53960001003;"1";0;0;0;0;0;0;[0.684193633746127, 0.690462606430399, 0.684433588685151, 0.698443444741077, 0.704657106083001, 0.661714933673137, 0.706854410946682, 0.807337568668763, 0.813104827929573];[29.6, 28.8, 30.4, 30.4, 28.8, 28.8, 28.8, 30.4, 29.6];[65.6, 64, 72, 64, 67.2, 67.2, 67.2, 70.4, 65.6];3.9334999746643;"1";0;0;0;0;0;0;0;0;0;3.67330000153743;"1";1;36032;36032;92241.92;92241.92;-4.89081508123459;5.6;2831.17828596803;-2226.33663410302;-280.223062533675;15.0544999924023;"FM";"1";0;0;0;0;0;89.2973000009079;"FM";"1";0;0;0;0;0;0;61.0681000107434
HE_12_1_L;"1";1;2986242;2986242;7644779.52;7644779.52;-1.37823735981676;"1";0;1256.83189014537;1851.66532053696;0.39601851812048;4028.98251164468;1987.15541861235;1392.01200881855;1855.78117042857;0.316232001406357;5082.26198212375;3437.35232778411;1324.42194948196;1853.72324548276;-1.54035857602734;-216.288189877088;-6.58535982658032;216.388419385957;0.0797865167141234;178.141000011237;"1";0;0;0;0;0;0;[0.595550687676155, 0.637202756158967, 0.69501597748196, 0.694565499557372, 0.70039680061527, 0.622943346647161, 0.768292210473171, 0.740237799787919, 0.715914840457628];[27.2, 26.4, 25.6, 25.6, 26.4, 30.4, 27.2, 28, 28];[60.8, 57.6, 65.6, 65.6, 67.2, 64, 70.4, 67.2, 62.4];4.51119997887872;"1";0;0;0;0;0;0;0;0;0;1.76370001281612;"1";1;33427;33427;85573.12;85573.12;-4.86076793212909;5.6;2826.2587728483;-2151.03972238011;-278.501487703529;12.4889000144321;"FM";"1";0;0;0;0;0;54.1680999740493;"FM";"1";0;0;0;0;0;0;43.6959000071511
HE_14_1_L;"1";1;2990792;2990792;7656427.52;7656427.52;-1.46277766050267;"1";0;1263.67938539921;1854.94135739294;0.316571236759113;4029.60867209575;1987.52537525428;1399.26446934559;1856.71756669809;0.249196117688855;5088.68256580807;3434.7965744943;1331.4719273724;1855.82946204551;-1.55769674641549;-216.936134314199;-2.84193488824021;216.954748657634;0.0673751190702579;138.738099980401;"1";0;0;0;0;0;0;[0.600746594402499, 0.707711728906535, 0.669913901943015, 0.684549750471694, 0.740173819253008, 0.6860932288153, 0.70985745181401, 0.768757201033409, 0.727699929801092];[25.6, 25.6, 24.8, 28.8, 24.8, 25.6, 24.8, 24, 24.8];[64, 68.8, 65.6, 67.2, 67.2, 62.4, 67.2, 65.6, 67.2];7.07639998290688;"1";0;0;0;0;0;0;0;0;0;4.75429999642074;"1";1;33508;33508;85780.48;85780.48;-5.19953397613235;5.6;2832.1125940074;-2167.25892324221;-297.911352267259;11.2827999982983;"FM";"1";0;0;0;0;0;34.586699999636;"FM";"1";0;0;0;0;0;0;44.5024999789894
HE_13_2_L;"1";1;2990108;2990108;7654676.48;7654676.48;-1.09433396858981;"1";0;1251.05976181421;1852.16458869574;0.685680075826917;4029.35328911891;1986.66609498367;1386.99682736231;1856.31168076407;0.665972420249131;5079.73500254816;3431.91057268013;1319.02829458826;1854.2381347299;-1.54029834452725;-217.499304876964;-6.6353473093317;217.600495072686;0.0197076555777863;205.705000000307;"1";0;0;0;0;0;0;[0.63967700116833, 0.649090016808835, 0.660369011178903, 0.714279613466731, 0.735817491830981, 0.688506843366806, 0.728171356481899, 0.698925981912345, 0.719909510662155];[28, 27.2, 27.2, 27.2, 28, 28, 27.2, 27.2, 27.2];[73.6, 67.2, 65.6, 68.8, 67.2, 67.2, 70.4, 67.2, 68.8];5.43130000005476;"1";0;0;0;0;0;0;0;0;0;2.50459997914732;"1";1;33047;33047;84600.32;84600.32;-4.70315804436138;5.6;2786.16748267619;-2149.67782854722;-269.471106324909;18.4196000045631;"FM";"1";0;0;0;0;0;43.3989999874029;"FM";"1";0;0;0;0;0;0;52.067700016778
HE_13_1_L;"1";1;2988929;2988929;7651658.24;7651658.24;-1.70911867602383;"1";0;1250.73995662746;1864.46813816549;0.0532966643745937;4029.87642792543;1987.43238549938;1384.71199604798;1866.95454277076;0.00619703319427873;5083.01129636026;3435.81332100124;1317.72597633772;1865.71134046812;-1.55223932638276;-214.35526307284;-3.9782473684274;214.392176301167;0.047099631180315;148.776799993357;"1";0;0;0;0;0;0;[0.731839203797345, 0.722903952734307, 0.717167422581727, 0.700101311568306, 0.631609142272711, 0.670743823982085, 0.754152155899954, 0.751076288918165, 0.767724658380827];[31.2, 31.2, 25.6, 27.2, 27.2, 26.4, 25.6, 31.2, 24.8];[70.4, 67.2, 67.2, 68.8, 68.8, 67.2, 70.4, 67.2, 68.8];6.11839999328367;"1";0;0;0;0;0;0;0;0;0;2.90230000973679;"1";1;33225;33225;85056;85056;-5.1907913413434;5.6;2769.85137697517;-2163.08119789315;-297.410436192028;13.4978000132833;"FM";"1";0;0;0;0;0;34.7573000181001;"FM";"1";0;0;0;0;0;0;51.7074000090361
HE_15_2_L;"1";1;2991976;2991976;7659458.56;7659458.56;-1.45136407628382;"1";0;1257.54923801077;1858.56296166896;0.332146207825208;4029.1599669399;1986.85273864402;1392.61125520487;1861.99742741883;0.292763801186703;5079.30217312811;3433.0005215683;1325.08024660782;1860.2801945439;-1.54537300024623;-216.099227510559;-5.49514519978475;216.169083708626;0.0393824066385053;184.939900005702;"1";0;0;0;0;0;0;[0.702380759676395, 0.696785206458243, 0.780067869812975, 0.699075223235807, 0.745550756535491, 0.747529724531729, 0.769370733909628, 0.730579465490543, 0.674901980407272];[27.2, 28, 25.6, 27.2, 27.2, 27.2, 32, 27.2, 28];[68.8, 68.8, 72, 67.2, 67.2, 67.2, 67.2, 68.8, 67.2];2.30720001854934;"1";0;0;0;0;0;0;0;0;0;2.41920002736151;"1";1;31798;31798;81402.88;81402.88;-5.23353662279471;5.6;2783.35437448896;-2130.17996100384;-299.859560413287;12.7133999776561;"FM";"1";0;0;0;0;0;60.0382999982685;"FM";"1";0;0;0;0;0;0;30.7643999985885
HE_16_1_L;"1";1;2993571;2993571;7663541.76;7663541.76;-1.54991683781501;"1";0;1268.35453088023;1861.06502522781;0.220652366602024;4029.74500706288;1987.37817335364;1402.50553796136;1862.02130244517;0.169791820048663;5085.11775771174;3432.59939880626;1335.43003442079;1861.54316383649;-1.5636680834714;-214.641611329822;-1.53004354777731;214.647064614265;0.0508605465533615;195.73579999269;"1";0;0;0;0;0;0;[0.717576535464002, 0.748290437131175, 0.686420276075981, 0.611322940140283, 0.731889411846282, 0.65667667334701, 0.743774454605273, 0.805147460791789, 0.757518109351236];[28, 24.8, 29.6, 27.2, 28.8, 26.4, 26.4, 24.8, 32.8];[68.8, 72, 67.2, 64, 68.8, 67.2, 68.8, 68.8, 68.8];4.55650000367314;"1";0;0;0;0;0;0;0;0;0;1.85160001274198;"1";1;32139;32139;82275.84;82275.84;-5.07298377394357;5.6;2807.34315317838;-2146.28562183018;-290.660559785315;8.26699999743141;"FM";"1";0;0;0;0;0;45.4960999777541;"FM";"1";0;0;0;0;0;0;53.3458999998402
HE_15_1_L;"1";1;2993429;2993429;7663178.24;7663178.24;-1.67963768435885;"1";0;1253.43068933129;1872.59798613966;0.088530577071479;4029.79225241368;1987.266462942;1389.24725682832;1873.48753131531;0.0236612246560337;5078.92164765659;3431.73553113914;1321.33897307981;1873.04275872748;-1.5642468131924;-217.30650799525;-1.42327228104004;217.311168882493;0.0648693524154452;159.459199989215;"1";0;0;0;0;0;0;[0.682635259896999, 0.689107106372998, 0.695582531868552, 0.713303826212174, 0.730451582692442, 0.727648481847302, 0.702610871613188, 0.76519426982386, 0.792444100122498];[28, 28.8, 29.6, 30.4, 28, 24.8, 25.6, 28.8, 28.8];[67.2, 68.8, 68.8, 67.2, 68.8, 65.6, 65.6, 68.8, 68.8];5.81210001837462;"1";0;0;0;0;0;0;0;0;0;3.66670000948943;"1";1;31897;31897;81656.32;81656.32;-5.86481968732684;5.6;2821.31365332163;-2125.85007994482;-336.029415689063;12.7905000117607;"FM";"1";0;0;0;0;0;40.8535999886226;"FM";"1";0;0;0;0;0;0;43.1395999912638
HE_18_1_L;"1";1;2994879;2994879;7666890.24;7666890.24;-1.29061332311893;"1";0;1271.142386832;1852.27602455895;0.489544556598009;4029.74556182495;1987.76607873197;1404.17115389443;1855.77572498342;0.379270111374441;5078.06551141774;3431.06205559447;1337.65677036322;1854.02587477118;-1.54449454671622;-212.846027299887;-5.59952067913873;212.919670226074;0.110274445223568;209.344999981113;"1";0;0;0;0;0;0;[0.650515445071488, 0.686039656002995, 0.653413590555079, 0.622486646443626, 0.688135512735157, 0.696164724997658, 0.641978046170908, 0.760310079128976, 0.753125268729745];[28, 27.2, 27.2, 25.6, 25.6, 30.4, 30.4, 32, 32];[65.6, 67.2, 67.2, 65.6, 68.8, 67.2, 65.6, 67.2, 68.8];5.94499998260289;"1";0;0;0;0;0;0;0;0;0;4.44129999959841;"1";1;32185;32185;82393.6;82393.6;-4.60447651870283;5.6;2809.3572533789;-2144.17722541557;-263.817071388762;8.29410000005737;"FM";"1";0;0;0;0;0;34.596599987708;"FM";"1";0;0;0;0;0;0;54.7704999917187
HE_17_1_L;"1";1;2993752;2993752;7664005.12;7664005.12;-1.5006655354905;"1";0;1260.881414;1863.12616246355;0.280505041111628;4029.65004828044;1987.52207291859;1395.01722412184;1865.36921586057;0.206975978172733;5078.31425700017;3430.60032087149;1327.94931906092;1864.24768916206;-1.55407562892783;-214.61729619495;-3.58888543523135;214.647301228546;0.0735290629388955;177.0859999815;"1";0;0;0;0;0;0;[0.747958808051139, 0.704749241739193, 0.694167876767673, 0.700905919229947, 0.709994674262925, 0.6895811398967, 0.63045697085261, 0.659059198554884, 0.790694563501433];[29.6, 31.2, 26.4, 30.4, 31.2, 28, 26.4, 26.4, 32];[68.8, 65.6, 67.2, 68.8, 67.2, 65.6, 67.2, 67.2, 67.2];4.14889998501167;"1";0;0;0;0;0;0;0;0;0;1.78530000266619;"1";1;32605;32605;83468.8;83468.8;-4.51287043522312;5.6;2826.58870725349;-2135.42875019169;-258.568429427652;24.5305999997072;"FM";"1";0;0;0;0;0;49.0002000005916;"FM";"1";0;0;0;0;0;0;42.9600999923423
HE_17_2_L;"1";1;2992830;2992830;7661644.8;7661644.8;-1.34529486040633;"1";0;1263.68524586025;1853.32242727934;0.441805619009028;4029.17300528478;1987.37823386215;1398.75829956719;1856.8875891809;0.346540412609249;5081.92098182338;3429.77009675731;1331.22177271372;1855.10500823012;-1.54440812983524;-216.116885931114;-5.70425904248623;216.192152854321;0.0952652063997793;172.582300001523;"1";0;0;0;0;0;0;[0.713848598389626, 0.750210124308504, 0.675469502444773, 0.721558710636081, 0.740939852322843, 0.739195567486197, 0.726987543845824, 0.740537175996176, 0.693283397177936];[28, 32, 31.2, 31.2, 30.4, 31.2, 31.2, 32.8, 28];[68.8, 67.2, 67.2, 67.2, 67.2, 67.2, 65.6, 68.8, 67.2];3.14649997744709;"1";0;0;0;0;0;0;0;0;0;2.51450002542697;"1";1;31718;31718;81198.08;81198.08;-4.77907241019696;5.6;2798.62856422221;-2125.12067595687;-273.8206790917;17.7261999924667;"FM";"72";1;0;8.15843122174846;35.84;0.572749067336632;64.2302000196651;"FM";"1";1;0;0;8.15843122174846;35.84;0.572749067336632;64.1023000061978
HE_17_3_L;"1";1;2982778;2982778;7635911.68;7635911.68;-1.11801405567023;"1";0;1250.84886293125;1866.13290151566;0.664201665775454;4028.83776515249;1986.27922248097;1386.11186825731;1870.15823911113;0.631654272067433;5079.13710942967;3438.20084801554;1318.48036559428;1868.1455703134;-1.54104576852023;-216.420808521699;-6.44054015274232;216.516620421262;0.0325473937080203;201.996799994959;"1";0;0;0;0;0;0;[0.650002960944759, 0.604974475625742, 0.623788018190083, 0.656468144615109, 0.674226034652813, 0.676702742642732, 0.681697570391108, 0.627692604100082, 0.654696229373393];[27.2, 27.2, 28.8, 28, 28.8, 28, 28.8, 28.8, 28.8];[68.8, 64, 67.2, 64, 65.6, 65.6, 65.6, 64, 64];2.47420000960119;"1";0;0;0;0;0;0;0;0;0;5.15389998327009;"1";1;36001;36001;92162.56;92162.56;-4.69491142445453;5.6;2856.76313435738;-2206.77603399906;-268.998609808998;11.9812999910209;"FM";"1";0;0;0;0;0;31.6662000259385;"FM";"1";0;0;0;0;0;0;44.7425000020303
HE_18_3_L;"1";1;2984180;2984180;7639500.8;7639500.8;-1.27387050034812;"1";0;1263.24470251889;1854.65067463442;0.511044470449277;4029.20746740265;1986.72059830033;1399.71268921735;1857.98827292663;0.461284521581424;5080.56018749436;3438.99213554968;1331.47869586812;1856.31947378052;-1.54634419589141;-218.348778717534;-5.34015726752441;218.414071083071;0.0497599488678529;127.378699980909;"1";0;0;0;0;0;0;[0.539575797785485, 0.624823257425318, 0.602538548342585, 0.568561703566036, 0.650311659778102, 0.654548548723553, 0.660257090048176, 0.6322881466238, 0.728282317471947];[25.6, 27.2, 27.2, 27.2, 27.2, 27.2, 26.4, 27.2, 28];[62.4, 65.6, 62.4, 65.6, 68.8, 65.6, 68.8, 62.4, 67.2];3.21960001019761;"1";0;0;0;0;0;0;0;0;0;3.3298000053037;"1";1;35920;35920;91955.2;91955.2;-4.84307819854486;5.6;2832.64926503341;-2225.80516703786;-277.487940628442;8.42999998712912;"FM";"1";0;0;0;0;0;89.1089999931864;"FM";"1";0;0;0;0;0;0;37.1578000194859
HE_15_4_L;"1";1;2991694;2991694;7658736.64;7658736.64;-1.68158595052064;"1";0;1257.87229999223;1867.21886290572;0.113938121828213;4028.42606270583;1987.2209548529;1395.47591543731;1868.67490898011;0.098470260504527;5079.50680751818;3432.3462542153;1326.67410771477;1867.94688594292;-1.56021526952951;-220.165784712139;-2.32967371903651;220.178110032649;0.015467861323686;174.855899997056;"1";0;0;0;0;0;0;[0.688243540037163, 0.649037821685435, 0.66564945815914, 0.706153930745212, 0.69493054039783, 0.760080926695319, 0.717261765126054, 0.703161352994557, 0.765038334772452];[27.2, 27.2, 27.2, 30.4, 28, 30.4, 28.8, 27.2, 31.2];[64, 65.6, 62.4, 65.6, 67.2, 65.6, 64, 65.6, 65.6];5.86550001753494;"1";0;0;0;0;0;0;0;0;0;7.80130000202917;"1";1;31705;31705;81164.8;81164.8;-4.7302549427431;5.6;2833.46470272828;-2104.34871471377;-271.023644240077;19.3585999950301;"FM";"72";1;0;15.1789327688082;168.96;0.925634137847553;56.4560999919195;"FM";"1";1;0;0;15.1789327688082;168.96;0.925634137847553;42.7340000169352
HE_17_4_L;"1";1;2981419;2981419;7632432.64;7632432.64;-1.39853731098197;"1";0;1251.16319745673;1850.67542231594;0.38610045254806;4028.70914418108;1985.81533369935;1388.86883916071;1853.9005092619;0.328130066722531;5083.30919103202;3439.25327330081;1320.01601830872;1852.28796578892;-1.54738045622556;-220.329026726367;-5.1601391135453;220.389444061777;0.0579703858255288;117.900199984433;"1";0;0;0;0;0;0;[0.694718468274978, 0.676728603828941, 0.643955435273317, 0.652680692016972, 0.687851416659349, 0.645175785854605, 0.685056142847968, 0.664843764058232, 0.681317656241314];[28, 27.2, 29.6, 28.8, 28, 27.2, 28, 28.8, 28.8];[67.2, 67.2, 67.2, 65.6, 67.2, 65.6, 65.6, 64, 64];4.06070001190528;"1";0;0;0;0;0;0;0;0;0;6.43939999281429;"1";1;35989;35989;92131.84;92131.84;-4.96003122787946;5.6;2830.01339298119;-2206.23603878963;-284.188855610585;15.5331999994814;"FM";"1";0;0;0;0;0;57.7295999974012;"FM";"1";0;0;0;0;0;0;88.9961000066251
HE_16_3_L;"1";1;2993038;2993038;7662177.28;7662177.28;-1.31158027330256;"1";0;1269.22714275226;1865.7202707003;0.470259028831374;4028.47449744828;1987.43928497883;1404.55930850479;1869.51055344771;0.403601513537667;5079.09460556266;3437.66904945034;1336.89322562852;1867.615412074;-1.54279638936858;-216.531465204057;-6.0644523958581;216.616372895211;0.0666575152937077;240.106499986723;"1";0;0;0;0;0;0;[0.623698991297086, 0.679664158622886, 0.611976318544793, 0.657874131127207, 0.693283759441283, 0.659253779437454, 0.526469424224077, 0.69539839347939, 0.732845355457293];[26.4, 28, 27.2, 28.8, 31.2, 29.6, 30.4, 31.2, 27.2];[65.6, 67.2, 62.4, 65.6, 65.6, 64, 62.4, 68.8, 67.2];3.56250000186265;"1";0;0;0;0;0;0;0;0;0;1.85339999734424;"1";1;32485;32485;83161.6;83161.6;-4.55383191867188;5.6;2839.77574880714;-2145.39022933662;-260.915349551861;9.52290001441725;"FM";"1";0;0;0;0;0;55.9623999870382;"FM";"1";0;0;0;0;0;0;59.3115999945439
HE_16_4_L;"1";1;2991499;2991499;7658237.44;7658237.44;-0.967032067446012;"1";0;1270.53160473887;1857.26621426799;0.819406443370714;4028.63097467158;1987.22421497319;1408.88887582084;1859.84141757252;0.801185761663274;5086.18933053872;3434.65615400041;1339.71024027985;1858.55381592025;-1.55218576901317;-221.371633731158;-4.12032528725613;221.409975613735;0.0182206817074405;190.082999994047;"1";0;0;0;0;0;0;[0.627069996124644, 0.724277457723711, 0.671362149548892, 0.655125837758025, 0.641637345788407, 0.651577663203667, 0.64154340964262, 0.720999354610312, 0.7268363758603];[29.6, 28.8, 25.6, 26.4, 27.2, 28, 27.2, 28, 31.2];[65.6, 64, 67.2, 64, 65.6, 64, 68.8, 65.6, 64];9.26900000195019;"1";0;0;0;0;0;0;0;0;0;2.74440000066534;"1";1;32227;32227;82501.12;82501.12;-4.26822544137179;5.6;2828.61243057064;-2141.26589505694;-244.551303800966;11.019400000805;"FM";"1";0;0;0;0;0;45.7084999943618;"FM";"1";0;0;0;0;0;0;46.6159000061452
HE_15_3_L;"1";1;2991839;2991839;7659107.84;7659107.84;-1.0828126826055;"1";0;1256.30325234545;1875.43049064172;0.70117189505911;4028.6465365639;1987.37285619062;1391.79795190377;1879.84347886336;0.606097683469268;5078.56153497146;3438.25390332721;1324.05060212461;1877.63698475254;-1.53823838289759;-216.791519293309;-7.06078115462078;216.906471706159;0.095074211589842;225.61520000454;"1";0;0;0;0;0;0;[0.693782934621178, 0.68456484792309, 0.659080980400021, 0.715707676954613, 0.710769939271602, 0.720492471501194, 0.677678061473652, 0.68209821505763, 0.77287439756859];[28.8, 31.2, 28.8, 27.2, 30.4, 28.8, 27.2, 30.4, 28.8];[65.6, 64, 65.6, 67.2, 65.6, 65.6, 64, 65.6, 65.6];4.77209998643957;"1";0;0;0;0;0;0;0;0;0;18.2217999827117;"1";1;32447;32447;83064.32;83064.32;-4.19943733274386;5.6;2851.12287730761;-2124.29677936327;-240.610035495899;9.33899998199195;"FM";"1";0;0;0;0;0;44.1333999915514;"FM";"1";0;0;0;0;0;0;66.8001000012737
HE_13_3_L;"1";1;2993520;2993520;7663411.2;7663411.2;-1.26963575228957;"1";0;1250.36761946729;1866.75363820564;0.510449519141077;4029.21584979605;1987.46146659713;1386.98982971777;1871.42642270892;0.478447939947658;5079.85953179873;3440.49405416689;1318.67872459253;1869.09003045728;-1.53660742215404;-218.595536400764;-7.47645520525985;218.723354758412;0.0320015791934187;209.236099995906;"1";0;0;0;0;0;0;[0.688292905484181, 0.675367778601116, 0.639772131130465, 0.714937303445601, 0.699092690951489, 0.689096517848376, 0.710666408484001, 0.701244108218559, 0.723281343402661];[30.4, 28, 29.6, 25.6, 29.6, 28.8, 28, 31.2, 28];[67.2, 67.2, 65.6, 67.2, 68.8, 68.8, 70.4, 67.2, 67.2];9.4634999986738;"1";0;0;0;0;0;0;0;0;0;7.42700000409968;"1";1;32296;32296;82677.76;82677.76;-4.59677613635409;5.6;2815.5982164974;-2120.59559078524;-263.375871979542;25.8499000046868;"FM";"1";0;0;0;0;0;43.4144999890123;"FM";"1";0;0;0;0;0;0;66.2880000018049
HE_14_4_L;"1";1;2991256;2991256;7657615.36;7657615.36;-1.5140711253351;"1";0;1265.43650871183;1850.31603917372;0.263870725233507;4029.06871562475;1986.91240581183;1401.88124037561;1850.28147214402;0.242896546613892;5082.14318752529;3434.30306105751;1333.65887454372;1850.29875565887;1.57054298591068;-218.311570662038;0.0553072475304361;218.311577667831;0.0209741786196153;185.138300003018;"1";0;0;0;0;0;0;[0.623675735187253, 0.677209878974228, 0.766795008309678, 0.739675886613959, 0.808967411699129, 0.716377571543778, 0.753304063792654, 0.671799745772346, 0.732030615460157];[26.4, 27.2, 31.2, 31.2, 27.2, 28, 31.2, 25.6, 27.2];[65.6, 68.8, 70.4, 67.2, 70.4, 70.4, 68.8, 68.8, 68.8];8.20790001307614;"1";0;0;0;0;0;0;0;0;0;3.77879998995923;"1";1;32271;32271;82613.76;82613.76;-5.3290603953917;5.6;2777.06889777199;-2154.41499798581;-305.332669426262;37.9347999987658;"FM";"1";0;0;0;0;0;50.1636999833863;"FM";"1";0;0;0;0;0;0;92.8235000174027
HE_13_4_L;"1";1;2992486;2992486;7660764.16;7660764.16;-1.6282813278555;"1";0;1253.37865133932;1858.43026846822;0.155912366871266;4028.95684362627;1987.11978632903;1388.83715225279;1860.03951621352;0.1169849237766;5078.35647208412;3433.08381024713;1321.10790179605;1859.23489234087;-1.55891688007098;-216.733601461549;-2.57479639248413;216.748895219691;0.0389274430946667;242.119700007606;"1";0;0;0;0;0;0;[0.665017268416493, 0.69912553287294, 0.680575819902782, 0.61860258943504, 0.742633642902399, 0.717068739411175, 0.63888653388439, 0.750048055224064, 0.645742618788662];[27.2, 26.4, 28, 26.4, 27.2, 28, 27.2, 28.8, 27.2];[68.8, 68.8, 67.2, 65.6, 68.8, 68.8, 68.8, 68.8, 70.4];7.80949997715652;"1";0;0;0;0;0;0;0;0;0;5.93319998006336;"1";1;31835;31835;81497.6;81497.6;-5.75352564314822;5.6;2790.78081356997;-2127.24958065023;-329.652736672685;16.2865000020247;"FM";"1";0;0;0;0;0;53.4079000062775;"FM";"1";0;0;0;0;0;0;58.6683999863453
HE_14_3_L;"1";1;2994402;2994402;7665669.12;7665669.12;-1.37561323885454;"1";0;1269.07793677556;1860.25533827037;0.399684223695762;4029.07537393558;1987.42047094127;1403.21952624319;1863.25680573324;0.346539849713244;5080.98435354762;3440.50570234638;1336.14873150938;1861.7560720018;-1.54842469154598;-214.626543148218;-4.80234794058961;214.680263577014;0.0531443739825184;186.998600023799;"1";0;0;0;0;0;0;[0.553406925674382, 0.765848230379212, 0.667108576719277, 0.605104131957742, 0.677344925887086, 0.681577651380089, 0.699411251511956, 0.720007667868368, 0.654042631375646];[24.8, 28, 25.6, 28, 27.2, 26.4, 27.2, 25.6, 24.8];[59.2, 72, 68.8, 73.6, 68.8, 72, 68.8, 67.2, 67.2];6.04860001476482;"1";0;0;0;0;0;0;0;0;0;2.84960001590662;"1";1;32519;32519;83248.64;83248.64;-4.99747538330596;5.6;2797.61591684861;-2162.73036686245;-286.334247683955;11.1355999833904;"FM";"1";0;0;0;0;0;70.8386999904178;"FM";"1";0;0;0;0;0;0;45.7978999766055
